Coldwater Valve,Steam Valve,Level,Water flowrater,Temprature,
7.6885,6.1344,12.007,10.48,7.269,0
7.6967,6.1411,12.006,10.484,7.2889,0
7.7555,6.2858,12.005,10.487,7.2969,0
7.6954,6.0354,12.005,10.485,7.3076,0
7.6952,6.0755,12.004,10.482,7.3154,0
7.6274,5.8927,12.004,10.48,7.3176,0
7.6341,5.9983,12.003,10.48,7.3145,0
7.7846,6.4784,12.002,10.481,7.3083,0
7.7783,6.2886,12.002,10.489,7.3145,0
7.734,6.0838,12.003,10.492,7.3283,0
7.6562,5.8673,12.003,10.492,7.3355,0
7.7319,6.1824,12.002,10.494,7.3327,0
7.6347,5.848,12.003,10.495,7.331,0
7.4835,5.4895,12.002,10.495,7.3277,0
7.5832,6.0021,11.999,10.494,7.3084,0
7.6302,6.1347,11.998,10.494,7.291,0
7.577,5.9146,11.997,10.496,7.2871,0
7.4371,5.5168,11.996,10.5,7.2835,0
7.5471,6.0115,11.992,10.5,7.2676,0
7.6721,6.3412,11.99,10.499,7.2541,0
7.4983,5.6587,11.989,10.498,7.2594,0
7.5414,5.902,11.986,10.498,7.2594,0
7.4781,5.7178,11.983,10.494,7.2513,0
7.6718,6.3713,11.98,10.492,7.2435,0
7.6631,6.1483,11.979,10.494,7.2468,0
7.5709,5.7899,11.977,10.494,7.2611,0
7.5857,5.8979,11.975,10.491,7.2652,0
7.5473,5.7883,11.972,10.49,7.2634,0
7.6702,6.1881,11.97,10.493,7.2604,0
7.7394,6.2739,11.968,10.493,7.2641,0
7.8015,6.3299,11.968,10.491,7.2796,0
7.7662,6.086,11.968,10.49,7.3003,0
7.7305,5.9405,11.968,10.492,7.3176,0
7.6894,5.8255,11.967,10.496,7.3262,0
7.7699,6.1227,11.966,10.495,7.3277,0
7.7393,5.9699,11.967,10.493,7.3319,0
7.7432,5.9897,11.967,10.492,7.338,0
7.715,5.8983,11.967,10.493,7.3411,0
7.8056,6.1896,11.967,10.496,7.3417,0
7.6654,5.6718,11.968,10.499,7.3467,0
7.8998,6.4875,11.967,10.5,7.3466,0
7.9056,6.2956,11.97,10.499,7.3539,0
7.8786,6.1191,11.972,10.497,7.3747,0
7.7386,5.6766,11.974,10.497,7.3893,0
7.7989,6.0008,11.974,10.497,7.389,0
7.5806,5.3489,11.976,10.497,7.3841,0
7.7084,5.9871,11.974,10.495,7.369,0
7.7319,6.0312,11.975,10.496,7.3524,0
7.9851,6.7655,11.976,10.494,7.3494,0
7.7828,5.8584,11.98,10.495,7.3661,0
7.9008,6.2874,11.98,10.499,7.3811,0
7.8934,6.163,11.983,10.499,7.3879,0
7.9456,6.2946,11.985,10.496,7.4001,0
7.9872,6.3526,11.988,10.494,7.4127,0
7.9606,6.2067,11.992,10.49,7.4285,0
7.9282,6.1161,11.995,10.487,7.4415,0
7.8208,5.8293,11.999,10.488,7.4476,0
7.8532,6.058,12.001,10.492,7.4427,0
7.8257,6.0093,12.004,10.494,7.4344,0
7.8574,6.168,12.007,10.493,7.4281,0
7.9028,6.2985,12.01,10.494,7.4237,0
7.9041,6.2554,12.013,10.495,7.4256,0
7.8059,5.9382,12.016,10.497,7.43,0
7.7385,5.8388,12.019,10.498,7.4266,0
7.6919,5.8297,12.02,10.497,7.4131,0
7.6258,5.7591,12.021,10.495,7.3952,0
7.704,6.1378,12.022,10.493,7.3738,0
7.6814,6.0554,12.023,10.493,7.3587,0
7.7206,6.1978,12.023,10.492,7.3504,0
7.4697,5.4088,12.024,10.494,7.3454,0
7.7149,6.408,12.022,10.495,7.3266,0
7.7927,6.4928,12.023,10.494,7.3132,0
7.7066,6.0952,12.024,10.491,7.3239,0
7.5829,5.7546,12.024,10.489,7.331,0
7.757,6.4285,12.022,10.486,7.3225,0
7.6575,6.0053,12.023,10.486,7.3202,0
7.6578,6.0629,12.023,10.487,7.3226,0
7.7272,6.2929,12.022,10.488,7.3181,0
7.6171,5.9085,12.023,10.485,7.3195,0
7.6948,6.2392,12.021,10.485,7.3173,0
7.5514,5.7485,12.021,10.491,7.314,0
7.6631,6.2226,12.02,10.492,7.3065,0
7.665,6.176,12.019,10.49,7.2993,0
7.6722,6.1696,12.019,10.491,7.3011,0
7.6579,6.0988,12.018,10.493,7.303,0
7.7444,6.3651,12.017,10.493,7.304,0
7.6167,5.8815,12.018,10.495,7.3099,0
7.7072,6.2512,12.016,10.495,7.311,0
7.7417,6.2958,12.016,10.495,7.31,0
7.6309,5.9038,12.016,10.495,7.3174,0
7.8492,6.6538,12.015,10.494,7.3176,0
7.6666,5.8973,12.017,10.497,7.3259,0
7.7338,6.211,12.016,10.498,7.3334,0
7.6159,5.8278,12.017,10.499,7.3323,0
7.6427,6.0271,12.016,10.501,7.3275,0
7.7019,6.2319,12.015,10.501,7.3181,0
7.6994,6.1763,12.015,10.501,7.3168,0
7.6851,6.1076,12.015,10.504,7.3193,0
7.7172,6.2102,12.015,10.503,7.3202,0
7.3803,5.1585,12.015,10.506,7.3221,0
7.6085,6.1994,12.011,10.507,7.3023,0
7.3916,5.4618,12.011,10.506,7.2814,0
7.4548,5.8645,12.007,10.505,7.2648,0
7.4613,5.9084,12.004,10.504,7.2427,0
7.3055,5.4411,12.001,10.505,7.2302,0
7.4937,6.1716,11.995,10.507,7.2101,0
7.5313,6.1437,11.993,10.507,7.1978,0
7.436,5.7465,11.989,10.508,7.203,0
7.6525,6.4531,11.985,10.503,7.2028,0
7.6093,6.0978,11.983,10.5,7.2115,0
7.6546,6.1702,11.981,10.5,7.229,0
7.6569,6.0914,11.978,10.497,7.2429,0
7.722,6.2319,11.976,10.497,7.2566,0
7.7091,6.0972,11.975,10.494,7.2718,0
7.7539,6.194,11.974,10.494,7.2867,0
7.6499,5.798,11.974,10.498,7.3005,0
7.6944,6.0123,11.972,10.497,7.3067,0
7.5853,5.6619,11.971,10.5,7.3079,0
7.471,5.4238,11.969,10.503,7.3041,0
7.6319,6.0822,11.966,10.504,7.2863,0
7.4542,5.4481,11.965,10.505,7.2766,0
7.5315,5.8309,11.962,10.507,7.267,0
7.5761,5.9369,11.959,10.508,7.2536,0
7.6486,6.0888,11.957,10.509,7.2514,0
7.6041,5.84,11.956,10.507,7.2576,0
7.5674,5.7198,11.953,10.506,7.2638,0
7.6829,6.0956,11.951,10.504,7.2632,0
7.6618,5.9221,11.95,10.499,7.2685,0
7.6141,5.7436,11.948,10.498,7.2784,0
7.531,5.5245,11.946,10.496,7.2814,0
7.6298,5.9287,11.943,10.493,7.2748,0
7.7048,6.083,11.941,10.494,7.2714,0
7.836,6.3554,11.94,10.495,7.2803,0
7.875,6.2632,11.941,10.495,7.3009,0
7.8316,5.9902,11.942,10.493,7.3279,0
7.9655,6.3611,11.942,10.493,7.3481,0
7.9658,6.1892,11.945,10.494,7.3701,0
7.9794,6.156,11.947,10.492,7.3956,0
8.0654,6.3685,11.95,10.489,7.4162,0
7.8755,5.6822,11.954,10.488,7.4388,0
7.9387,6.0268,11.956,10.489,7.4485,0
7.9509,6.0589,11.959,10.492,7.4482,0
7.8508,5.7493,11.963,10.495,7.4529,0
7.8307,5.8056,11.966,10.495,7.4503,0
7.7739,5.7131,11.968,10.496,7.4405,0
7.7868,5.8549,11.97,10.498,7.4278,0
7.8439,6.0675,11.972,10.498,7.4153,0
7.6891,5.5602,11.975,10.499,7.4105,0
7.8696,6.2655,11.975,10.497,7.3997,0
7.8811,6.1807,11.978,10.493,7.3941,0
7.8544,6.0355,11.981,10.493,7.402,0
7.7757,5.8033,11.983,10.491,7.407,0
7.9159,6.3206,11.985,10.487,7.4037,0
7.8562,6.0363,11.988,10.484,7.4059,0
7.9603,6.3767,11.99,10.482,7.4123,0
7.7282,5.5746,11.994,10.482,7.4207,0
7.7178,5.7667,11.995,10.479,7.4176,0
7.5893,5.4957,11.996,10.478,7.3998,0
7.8239,6.399,11.995,10.481,7.3765,0
7.7387,5.984,11.998,10.481,7.3667,0
7.5479,5.4477,11.999,10.479,7.3682,0
7.4818,5.4705,11.997,10.48,7.3507,0
7.6137,6.0405,11.995,10.481,7.3205,0
7.7575,6.4105,11.995,10.482,7.3023,0
7.5385,5.5753,11.996,10.48,7.3066,0
7.6629,6.1177,11.993,10.476,7.3039,0
7.5754,5.7898,11.993,10.473,7.2965,0
7.6194,5.9863,11.991,10.473,7.2927,0
7.622,5.9639,11.99,10.476,7.2872,0
7.6593,6.0748,11.988,10.472,7.286,0
7.5932,5.8414,11.987,10.467,7.2878,0
7.7178,6.2648,11.985,10.467,7.287,0
7.7245,6.1515,11.985,10.471,7.2908,0
7.7403,6.1368,11.984,10.471,7.3021,0
7.8079,6.2914,11.984,10.47,7.3124,0
7.9924,6.7409,11.985,10.471,7.3259,0
7.9594,6.3892,11.988,10.47,7.3534,0
7.8482,5.9719,11.99,10.471,7.3841,0
7.9071,6.2275,11.991,10.472,7.3978,0
7.5991,5.2778,11.994,10.473,7.4053,0
7.7265,5.9983,11.992,10.474,7.3935,0
7.8115,6.2652,11.994,10.477,7.3736,0
7.6294,5.6452,11.995,10.478,7.3724,0
7.8894,6.5936,11.995,10.48,7.3642,0
7.8193,6.1566,11.998,10.486,7.3644,0
7.7105,5.8058,11.999,10.49,7.3762,0
7.6598,5.7664,12,10.489,7.3732,0
7.7903,6.2687,12,10.489,7.3605,0
7.7928,6.1991,12.001,10.485,7.3566,0
7.7542,6.0575,12.003,10.481,7.362,0
7.797,6.2028,12.003,10.483,7.3637,0
7.796,6.1677,12.005,10.482,7.3655,0
7.8006,6.166,12.006,10.483,7.3696,0
7.8921,6.421,12.008,10.487,7.3729,0
7.8714,6.2614,12.01,10.485,7.3822,0
7.8479,6.1785,12.013,10.482,7.3936,0
7.7862,6.0091,12.015,10.483,7.3995,0
7.6477,5.6679,12.016,10.485,7.3982,0
7.7974,6.3146,12.016,10.486,7.3837,0
7.7984,6.2481,12.018,10.486,7.3742,0
7.909,6.5544,12.02,10.488,7.3764,0
7.7279,5.8767,12.023,10.488,7.3858,0
7.8515,6.385,12.024,10.491,7.3876,0
7.9196,6.5106,12.026,10.493,7.386,0
7.8201,6.1113,12.029,10.493,7.3973,0
7.9773,6.6529,12.031,10.493,7.4035,0
7.9469,6.4294,12.035,10.49,7.4128,0
7.984,6.5192,12.039,10.489,7.4278,0
7.9678,6.4136,12.043,10.492,7.4401,0
7.8866,6.1648,12.047,10.495,7.4507,0
7.8585,6.1804,12.05,10.495,7.4522,0
7.7975,6.0858,12.054,10.495,7.4462,0
7.8783,6.4391,12.056,10.499,7.4356,0
7.8047,6.1935,12.06,10.5,7.4292,0
7.9127,6.596,12.063,10.502,7.4242,0
7.6762,5.8009,12.067,10.505,7.4233,0
7.6365,5.9158,12.068,10.507,7.413,0
7.5611,5.8437,12.068,10.509,7.3873,0
7.7392,6.5507,12.068,10.509,7.3598,0
7.714,6.3684,12.07,10.508,7.3462,0
7.6317,6.1106,12.071,10.507,7.3453,0
7.5047,5.8115,12.071,10.508,7.3374,0
7.3658,5.5743,12.07,10.509,7.3172,0
7.5544,6.3795,12.067,10.511,7.2839,0
7.4962,6.1163,12.066,10.51,7.2626,0
7.4124,5.907,12.064,10.506,7.2542,0
7.4073,6.0001,12.06,10.504,7.2383,0
7.3016,5.7285,12.057,10.506,7.2203,0
7.4074,6.1759,12.052,10.51,7.1988,0
7.4035,6.1074,12.048,10.51,7.1829,0
7.5641,6.5728,12.044,10.508,7.1772,0
7.5798,6.4337,12.041,10.504,7.1837,0
7.5595,6.2547,12.038,10.505,7.2,0
7.3553,5.5903,12.035,10.508,7.2121,0
7.6271,6.6081,12.03,10.508,7.2059,0
7.4941,5.9941,12.028,10.507,7.207,0
7.5264,6.1465,12.024,10.506,7.216,0
7.59,6.3131,12.021,10.507,7.2166,0
7.4877,5.9145,12.018,10.509,7.2236,0
7.5404,6.1314,12.015,10.513,7.2259,0
7.524,6.0338,12.012,10.518,7.2248,0
7.4217,5.721,12.009,10.521,7.2262,0
7.3686,5.6772,12.004,10.518,7.2191,0
7.4602,6.0515,12,10.52,7.2035,0
7.4347,5.9081,11.996,10.523,7.1945,0
7.4222,5.8694,11.992,10.523,7.1916,0
7.3786,5.7341,11.987,10.525,7.1869,0
7.46,6.0179,11.982,10.525,7.1794,0
7.5095,6.0854,11.978,10.525,7.1766,0
7.7268,6.6337,11.974,10.526,7.183,0
7.7384,6.3713,11.973,10.524,7.2062,0
7.623,5.8692,11.971,10.521,7.2386,0
7.5797,5.7757,11.968,10.52,7.2563,0
7.7068,6.2094,11.965,10.521,7.2595,0
7.5558,5.6389,11.964,10.52,7.2681,0
7.5965,5.8767,11.961,10.518,7.2722,0
7.6824,6.1324,11.959,10.518,7.2687,0
7.7886,6.348,11.958,10.52,7.2745,0
7.6908,5.8717,11.958,10.524,7.2918,0
7.7662,6.1065,11.957,10.529,7.305,0
7.736,5.9339,11.957,10.528,7.3142,0
7.764,6.0192,11.957,10.524,7.324,0
7.7892,6.0536,11.957,10.525,7.3316,0
7.6794,5.6784,11.958,10.523,7.3409,0
7.9411,6.5687,11.957,10.52,7.342,0
7.841,6.0151,11.96,10.521,7.3541,0
7.9389,6.2992,11.961,10.523,7.3731,0
7.747,5.6042,11.964,10.523,7.3881,0
7.7033,5.6363,11.964,10.521,7.3925,0
8.0241,6.7193,11.964,10.521,7.3807,0
7.9683,6.2582,11.969,10.519,7.3911,0
7.6993,5.3826,11.972,10.519,7.4156,0
7.8288,6.0385,11.972,10.516,7.4122,0
7.8641,6.1159,11.974,10.517,7.4015,0
7.9061,6.196,11.977,10.519,7.404,0
7.8014,5.8189,11.98,10.518,7.411,0
7.7252,5.685,11.982,10.516,7.4119,0
7.7351,5.8567,11.983,10.51,7.4005,0
7.7611,5.9797,11.984,10.512,7.3877,0
7.7559,5.9525,11.985,10.516,7.3802,0
7.767,6.01,11.987,10.511,7.3758,0
7.762,5.999,11.988,10.506,7.3728,0
7.756,5.9808,11.989,10.507,7.3709,0
7.6878,5.7826,11.99,10.507,7.3687,0
7.7315,5.999,11.991,10.506,7.3619,0
7.6161,5.6537,11.991,10.502,7.3553,0
7.6145,5.7838,11.991,10.499,7.3451,0
7.675,6.0281,11.99,10.498,7.3297,0
7.7335,6.1691,11.99,10.497,7.322,0
7.9469,6.7295,11.99,10.496,7.324,0
7.8996,6.3098,11.993,10.496,7.3441,0
7.8661,6.1324,11.995,10.495,7.3698,0
7.9527,6.3902,11.997,10.493,7.3843,0
7.9098,6.1658,12,10.492,7.3992,0
7.8319,5.9447,12.002,10.49,7.4133,0
7.8079,5.9741,12.004,10.487,7.4159,0
7.8512,6.1805,12.006,10.487,7.4114,0
7.8078,6.0419,12.009,10.489,7.4093,0
7.7249,5.8337,12.011,10.494,7.4075,0
7.8616,6.3541,12.012,10.497,7.3976,0
7.7815,6.0239,12.015,10.497,7.3942,0
7.6723,5.7485,12.016,10.499,7.3947,0
7.7191,6.0331,12.017,10.5,7.3824,0
7.803,6.3106,12.018,10.498,7.3693,0
7.9611,6.7141,12.02,10.496,7.368,0
7.6689,5.6292,12.023,10.496,7.3833,0
7.7876,6.2162,12.023,10.496,7.3848,0
7.8054,6.246,12.025,10.494,7.3757,0
7.768,6.1113,12.027,10.495,7.3774,0
7.5681,5.5438,12.028,10.496,7.3773,0
7.7325,6.288,12.027,10.493,7.3609,0
7.7117,6.1634,12.028,10.491,7.3471,0
7.6951,6.1116,12.029,10.493,7.3454,0
7.5356,5.6388,12.029,10.498,7.3417,0
7.5496,5.8713,12.028,10.497,7.3267,0
7.6481,6.2477,12.027,10.495,7.306,0
7.5052,5.7427,12.026,10.497,7.2978,0
7.5835,6.1055,12.024,10.497,7.2878,0
7.4464,5.6724,12.023,10.494,7.2765,0
7.5425,6.1043,12.02,10.493,7.2633,0
7.5746,6.147,12.018,10.496,7.2511,0
7.4569,5.7369,12.016,10.496,7.2501,0
7.3894,5.6422,12.012,10.494,7.2431,0
7.4913,6.0714,12.008,10.491,7.2256,0
7.5432,6.1607,12.005,10.493,7.2149,0
7.5018,5.9492,12.002,10.493,7.2168,0
7.4049,5.6587,11.998,10.492,7.2187,0
7.4569,5.9146,11.994,10.491,7.2108,0
7.7477,6.7699,11.99,10.491,7.2021,0
7.5984,5.9786,11.989,10.493,7.219,0
7.5394,5.8082,11.986,10.493,7.2401,0
7.7643,6.543,11.983,10.49,7.2427,0
7.6791,6.0552,11.983,10.49,7.2566,0
7.8074,6.4192,11.981,10.493,7.2756,0
7.7299,6.0241,11.981,10.494,7.2937,0
7.8012,6.2543,11.98,10.492,7.3105,0
7.5942,5.5559,11.981,10.492,7.3233,0
7.7729,6.2701,11.978,10.497,7.3234,0
7.775,6.1529,11.979,10.501,7.3227,0
7.791,6.1601,11.98,10.499,7.3336,0
7.757,6.0062,11.98,10.501,7.3433,0
7.6953,5.8279,11.981,10.504,7.3494,0
7.7939,6.194,11.98,10.506,7.3476,0
7.6632,5.7227,11.982,10.507,7.3492,0
7.7383,6.0613,11.981,10.507,7.3476,0
7.8176,6.2719,11.982,10.505,7.3433,0
7.8941,6.4044,11.983,10.504,7.3502,0
7.9603,6.4624,11.985,10.506,7.3659,0
7.7421,5.6678,11.988,10.507,7.3875,0
7.7735,5.94,11.989,10.506,7.3931,0
7.8587,6.2464,11.99,10.504,7.3857,0
7.9543,6.4689,11.992,10.504,7.3879,0
7.9388,6.2936,11.996,10.503,7.4017,0
7.9348,6.2437,11.999,10.501,7.4173,0
7.9689,6.3251,12.002,10.503,7.428,0
7.7976,5.7615,12.006,10.505,7.4383,0
7.8158,5.9852,12.008,10.508,7.4366,0
7.857,6.1809,12.01,10.506,7.4256,0
7.6922,5.6946,12.013,10.502,7.4212,0
7.6348,5.7102,12.014,10.503,7.4089,0
7.7058,6.0705,12.015,10.506,7.3851,0
7.7439,6.1809,12.016,10.508,7.368,0
7.8801,6.5539,12.018,10.508,7.3621,0
7.7861,6.102,12.02,10.509,7.3694,0
7.6685,5.7836,12.022,10.506,7.3771,0
7.7229,6.0967,12.022,10.503,7.3689,0
7.8269,6.4159,12.023,10.503,7.3589,0
7.9153,6.5828,12.025,10.501,7.3619,0
7.698,5.7999,12.028,10.497,7.377,0
7.5148,5.4293,12.028,10.496,7.3791,0
7.6268,6.0463,12.026,10.497,7.3542,0
7.6154,6.0184,12.026,10.5,7.3311,0
7.6412,6.1224,12.026,10.502,7.3198,0
7.7469,6.4345,12.026,10.499,7.3121,0
7.8481,6.6178,12.027,10.498,7.3152,0
7.8071,6.3163,12.028,10.501,7.3313,0
7.6827,5.8935,12.029,10.505,7.3473,0
7.7827,6.3131,12.029,10.504,7.3483,0
7.7127,6.0661,12.03,10.498,7.3481,0
7.7307,6.1878,12.03,10.496,7.3495,0
7.7627,6.29,12.031,10.497,7.3474,0
7.6176,5.8271,12.032,10.497,7.3491,0
7.5299,5.7092,12.031,10.5,7.3423,0
7.4695,5.6842,12.03,10.505,7.3219,0
7.5389,6.0368,12.028,10.508,7.2963,0
7.5522,6.0789,12.026,10.506,7.2777,0
7.6302,6.3007,12.025,10.506,7.2687,0
7.4871,5.7716,12.024,10.507,7.2681,0
7.5897,6.1909,12.021,10.507,7.2626,0
7.6882,6.4121,12.019,10.509,7.2564,0
7.6021,6.0146,12.019,10.508,7.265,0
7.6738,6.2664,12.017,10.504,7.2719,0
7.7039,6.2907,12.016,10.501,7.2767,0
7.6709,6.1243,12.015,10.5,7.2871,0
7.6486,6.0552,12.014,10.502,7.2947,0
7.6472,6.0678,12.013,10.504,7.2968,0
7.6929,6.2174,12.012,10.504,7.297,0
7.4619,5.4806,12.011,10.503,7.3002,0
7.5695,6.0297,12.008,10.507,7.2895,0
7.4625,5.6911,12.007,10.508,7.2741,0
7.6549,6.3855,12.003,10.509,7.2617,0
7.4544,5.6122,12.003,10.511,7.2587,0
7.6394,6.3121,11.999,10.512,7.2547,0
7.5834,5.9955,11.998,10.512,7.2517,0
7.7276,6.4226,11.996,10.512,7.2573,0
7.6282,5.9474,11.995,10.513,7.268,0
7.5901,5.8677,11.993,10.51,7.2786,0
7.6423,6.0783,11.991,10.507,7.2777,0
7.7555,6.3812,11.99,10.507,7.2782,0
7.702,6.0724,11.99,10.508,7.2898,0
7.601,5.7583,11.989,10.508,7.3022,0
7.5148,5.6018,11.987,10.507,7.3013,0
7.6092,6.0196,11.985,10.509,7.2882,0
7.5593,5.8247,11.984,10.511,7.2792,0
7.6291,6.0696,11.981,10.512,7.2748,0
7.577,5.8532,11.98,10.51,7.2732,0
7.7309,6.3399,11.978,10.51,7.2727,0
7.6702,5.9824,11.978,10.512,7.2797,0
7.8466,6.4935,11.977,10.514,7.2906,0
7.8509,6.3002,11.978,10.511,7.3075,0
7.8467,6.1931,11.978,10.508,7.3319,0
7.873,6.2233,11.979,10.506,7.3507,0
7.8236,6.0192,11.981,10.506,7.3666,0
7.9264,6.3577,11.982,10.506,7.3772,0
7.8494,6.0269,11.985,10.505,7.3893,0
7.8524,6.0759,11.986,10.507,7.3998,0
7.955,6.3966,11.989,10.508,7.4031,0
7.7829,5.773,11.992,10.51,7.413,0
7.7141,5.7066,11.993,10.513,7.4152,0
7.8676,6.3114,11.994,10.514,7.4012,0
7.7908,5.984,11.997,10.514,7.3967,0
7.7993,6.0604,11.999,10.513,7.3976,0
7.7708,5.9855,12.001,10.514,7.3941,0
7.7293,5.9014,12.003,10.514,7.3899,0
7.6597,5.7653,12.004,10.512,7.382,0
7.7694,6.2031,12.004,10.513,7.3685,0
7.8839,6.4835,12.006,10.512,7.3612,0
7.66,6.15,12.008,10.507,7.3706,1
7.8969,6.15,12.01,10.507,7.3779,1
7.8581,6.15,12.013,10.507,7.3879,1
7.8608,6.15,12.015,10.506,7.3997,1
7.9994,6.15,12.017,10.505,7.4042,1
7.9227,6.15,12.021,10.503,7.4175,1
7.7912,6.15,12.024,10.501,7.4312,1
7.9149,6.15,12.026,10.5,7.4277,1
7.8117,6.15,12.03,10.504,7.4252,1
7.7966,6.15,12.032,10.505,7.424,1
7.7313,6.15,12.035,10.505,7.4155,1
7.6908,6.15,12.036,10.505,7.4035,1
7.7102,6.15,12.037,10.505,7.3872,1
7.8197,6.15,12.039,10.505,7.3735,1
7.7607,6.15,12.041,10.505,7.3719,1
7.8812,6.15,12.042,10.504,7.3734,1
7.7628,6.15,12.045,10.504,7.3792,1
7.618,6.15,12.047,10.504,7.3832,1
7.7954,6.15,12.046,10.504,7.3686,1
7.7119,6.15,12.049,10.503,7.3605,1
7.6722,6.15,12.049,10.503,7.3598,1
7.719,6.15,12.05,10.503,7.3511,1
7.6174,6.15,12.051,10.504,7.3452,1
7.5685,6.15,12.05,10.504,7.3366,1
7.7043,6.15,12.049,10.505,7.3201,1
7.5247,6.15,12.05,10.505,7.3137,1
7.4724,6.15,12.048,10.505,7.305,1
7.4949,6.15,12.046,10.505,7.2833,1
7.5216,6.15,12.044,10.505,7.2648,1
7.6387,6.15,12.042,10.506,7.2539,1
7.7502,6.15,12.041,10.506,7.2553,1
7.6431,6.15,12.041,10.507,7.2716,1
7.5828,6.15,12.04,10.507,7.2838,1
7.5678,6.15,12.038,10.508,7.2821,1
7.5763,6.15,12.036,10.508,7.276,1
7.28,6.15,12.034,10.509,7.2709,1
7.5563,6.15,12.029,10.51,7.247,1
7.3565,6.15,12.027,10.511,7.2289,1
7.4091,6.15,12.022,10.512,7.2187,1
7.3983,6.15,12.018,10.513,7.2019,1
7.4432,6.15,12.014,10.514,7.1915,1
7.4879,6.15,12.01,10.515,7.1859,1
7.532,6.15,12.006,10.516,7.1876,1
7.362,6.15,12.003,10.516,7.1948,1
7.3436,6.15,11.998,10.517,7.1914,1
7.2701,6.15,11.992,10.518,7.1766,1
7.3737,6.15,11.986,10.519,7.159,1
7.3174,6.15,11.981,10.52,7.148,1
7.458,6.15,11.974,10.521,7.1422,1
7.3273,6.15,11.97,10.523,7.1439,1
7.2533,6.15,11.963,10.524,7.1451,1
7.5177,6.15,11.956,10.526,7.1326,1
7.4326,6.15,11.952,10.527,7.1366,1
7.5115,6.15,11.946,10.528,7.1506,1
7.5405,6.15,11.942,10.529,7.1615,1
7.7991,6.15,11.938,10.53,7.1768,1
7.5343,6.15,11.936,10.532,7.2084,1
7.6019,6.15,11.932,10.533,7.2308,1
7.7797,6.15,11.929,10.535,7.2358,1
7.777,6.15,11.928,10.536,7.2563,1
7.6982,6.15,11.927,10.537,7.2832,1
7.618,6.15,11.925,10.539,7.2982,1
7.5478,6.15,11.923,10.54,7.2992,1
7.7561,6.15,11.92,10.541,7.29,1
7.8427,6.15,11.92,10.542,7.2929,1
7.9156,6.15,11.921,10.543,7.3143,1
7.8611,6.15,11.922,10.543,7.3414,1
7.8499,6.15,11.923,10.543,7.3631,1
7.9885,6.15,11.924,10.543,7.3755,1
7.7994,6.15,11.927,10.543,7.394,1
7.7992,6.15,11.928,10.543,7.4039,1
8.0435,6.15,11.929,10.542,7.3994,1
8.0102,6.15,11.934,10.542,7.4129,1
8.0198,6.15,11.937,10.542,7.4365,1
8.1371,6.15,11.941,10.542,7.4532,1
8.0408,6.15,11.947,10.541,7.4748,1
8.2238,6.15,11.951,10.54,7.4922,1
8.1206,6.15,11.958,10.54,7.5121,1
8.1915,6.15,11.964,10.539,7.532,1
8.1459,6.15,11.971,10.537,7.5455,1
8.3258,6.15,11.979,10.536,7.5573,1
8.1365,6.15,11.988,10.536,7.5759,1
8.0055,6.15,11.996,10.534,7.5886,1
7.8993,6.15,12.003,10.533,7.5772,1
7.9698,6.15,12.008,10.531,7.5527,1
7.9884,6.15,12.015,10.53,7.532,1
7.9156,6.15,12.021,10.528,7.5219,1
7.9929,6.15,12.026,10.526,7.5102,1
7.8683,6.15,12.032,10.524,7.502,1
7.7732,6.15,12.036,10.522,7.4919,1
7.8173,6.15,12.039,10.52,7.4697,1
7.7542,6.15,12.042,10.517,7.4496,1
7.7373,6.15,12.045,10.515,7.4326,1
7.6583,6.15,12.047,10.513,7.4143,1
7.767,6.15,12.048,10.511,7.3937,1
7.6955,6.15,12.051,10.51,7.3804,1
7.6927,6.15,12.052,10.509,7.3721,1
7.4731,6.15,12.053,10.508,7.361,1
7.4004,6.15,12.051,10.507,7.337,1
7.6262,6.15,12.048,10.506,7.2996,1
7.6192,6.15,12.048,10.506,7.2819,1
7.6029,6.15,12.047,10.505,7.2821,1
7.5726,6.15,12.046,10.505,7.2807,1
7.449,6.15,12.044,10.505,7.2765,1
7.593,6.15,12.041,10.506,7.2628,1
7.5053,6.15,12.04,10.506,7.2544,1
7.6426,6.15,12.037,10.506,7.251,1
7.6538,6.15,12.036,10.506,7.2523,1
7.5984,6.15,12.034,10.507,7.2628,1
7.7099,6.15,12.032,10.508,7.2678,1
7.6405,6.15,12.032,10.509,7.2758,1
7.5416,6.15,12.03,10.51,7.2843,1
7.5819,6.15,12.028,10.511,7.2795,1
7.5727,6.15,12.026,10.512,7.2723,1
7.7047,6.15,12.024,10.513,7.2687,1
7.786,6.15,12.024,10.514,7.2746,1
7.6955,6.15,12.024,10.515,7.2931,1
7.6453,6.15,12.023,10.516,7.3062,1
7.6162,6.15,12.022,10.517,7.3071,1
7.6675,6.15,12.021,10.518,7.3025,1
7.8249,6.15,12.021,10.518,7.3007,1
7.627,6.15,12.022,10.519,7.3135,1
7.7675,6.15,12.02,10.52,7.3196,1
7.7084,6.15,12.021,10.52,7.3215,1
7.8476,6.15,12.021,10.521,7.3277,1
7.7824,6.15,12.023,10.522,7.3385,1
7.8124,6.15,12.024,10.522,7.351,1
7.89,6.15,12.025,10.522,7.3586,1
7.7029,6.15,12.027,10.522,7.3718,1
7.6696,6.15,12.028,10.523,7.3738,1
7.6907,6.15,12.028,10.523,7.3612,1
7.7222,6.15,12.028,10.523,7.3508,1
7.7634,6.15,12.029,10.524,7.3464,1
